City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,A,Egypt,2 nights · ,February 2025,Solo traveler,Standard Double Room with Private Bathroom,"Reviewed: February 2, 2025","Actually, This place is really defferant, specially for people loves music, parties, and relaxing.
I really liked It just as most of places in Egypt you have to clean any thing before use as chairs, tables, remote controls etc.
I really love the vibes here when there is no parties, It really pleasing.
🐱 Loving the cats","Breakfast experience was not Good at all, I think get UR Food and eat in UR room would be better, But It could be more enjoyable if a little thing changed as the accessablety to the restourant without calling receiptionist, using mor conforant chairs and using set Menu 2 options as all places did, Oriental or Continental to avoid the hassle of taking order from evey geust and keep flyes away from the resaurant."
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Mohammade,Israel,1 night · ,January 2025,Couple,Standard Double Room with Private Bathroom,"Reviewed: January 24, 2025","Very lovely hotel everything is clean from the first min everyone from the hotel team just want to help you with everything they are so polite special thanx to mr alaa from the reception 
The breakfast was 5star 
About the thursday party was very cool
A little expensive but dont care
They really cares about the hotel guests 
Hope to come again",The shower in my room haha
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Essam,Oman,3 nights · ,January 2025,Couple,Standard Double Room with Private Bathroom,"Reviewed: January 17, 2025",The staff were very helpful especially Mr Ahmed. He was very supportive,No Negative Feedback
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Aida,Italy,2 nights · ,January 2025,Solo traveler,Standard Double Room with Private Bathroom,"Reviewed: January 13, 2025","Very nice Hotel aesthetically ,staff is amazing and ready to meet all your needs, location best in Naaba, added value to stay is free beach and free entrance to the club, good breakfast.","Personally my room was very dark and none of the day light,bit smelly of fresh paint so nauseating after a while, tv channels insistent, toilet additional equipment to revise, as the additional towels"
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Anas,Egypt,6 nights · ,January 2025,Solo traveler,Junior Suite with Pool View,"Reviewed: January 6, 2025",Location is amazing and the parties were really good.,"the hotel is too quite in normal days, no one does anything in the hotel."
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Mariia,Croatia,8 nights · ,November 2024,Group,Two-Bedroom Suite with Terrace,"Reviewed: December 25, 2024","The staff here is excellent: polite and attentive. Great location: close to a dive center, cafes, shops, and the beach. We were here in November; it was quiet and comfortable for sleeping. Perhaps it wasn’t party season, but we were only glad about that.","We chose the option with breakfast and dinner included. And this is where there were some mistakes from the staff: sometimes they brought the wrong orders, and sometimes they were late."
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Vedat,Turkey,4 nights · ,December 2024,Couple,Standard Double Room with Private Bathroom,"Reviewed: December 13, 2024","Close to the beach and the shops. 
Receptionist allow us for early check in and late check out. 
Breakfast was very rich. 
All the hotel workers are very kind. 
Definitely I Will reserve for my next trip to Sharm el Sheikh at the same hotel. I will also recomment to my friends.",No Negative Feedback
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Faizan,Pakistan,2 nights · ,December 2024,Solo traveler,Standard Double Room with Private Bathroom,"Reviewed: December 5, 2024","Great location, great quiet ambiance",A little too ghosted! A little too quiet 😀
"Sanafir Hotel - El Pacha Suites Sharm - Adults Only (Bed and Breakfast), Sharm El Sheikh (Egypt) Deals",Sanafir Hotel - El Pacha Suites Sharm - Adults Only,Ahmet,Turkey,3 nights · ,December 2024,Group,Junior Suite with Pool View,"Reviewed: December 4, 2024","Awesome location and very friendly staff. Breakfast was very delicious. Thanks to Alaa, Adel and Zakaria guys you were great",No Negative Feedback
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Assadi,Israel,5 nights · ,July 2024,Group,Superior Deluxe Queen or Twin Beds Garden View,"Reviewed: July 1, 2024","I had a wonderful and comfortable stay at Jaz Belvedere Hotel. The level of cleanliness was exceptional, and the service provided by the staff was top-notch. A special thanks to Mustafa, the waiter in the dining room, whose excellent manner and respectful treatment of guests made the experience even more enjoyable. His exceptional service makes you appreciate the hotel even more. I will definitely return and enjoy this hotel again.",Every thing was perfect.
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Silvia,Belgium,11 nights · ,February 2025,Group,Superior Deluxe Queen or Twin Beds Garden View,"Reviewed: February 13, 2025","Everything Amazing 
Hygene 
Staff 
Location 
Food 
Service",No Negative Feedback
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Hams,Egypt,6 nights · ,February 2025,Couple,Superior Deluxe Queen or Twin Beds Garden View,"Reviewed: February 12, 2025",It was so clean and comfortable,No Negative Feedback
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Ella,United Kingdom,6 nights · ,February 2025,Couple,Superior Deluxe Queen or Twin Beds Garden View,"Reviewed: February 12, 2025","The hotel was fabulous, the staff made it even better. A big thank you to Atef for helping us before we even flew out and through out our stay, Osama for friendly assistance on site, Ahmed our cleaning looking after us as well. We had a late flight and were able keep our all inclusive through the day and shower before flying in the evening. Like I said, we were very well cared for. Thank you.",Nothing! Everything was perfect for us!
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,David,United Kingdom,5 nights · ,February 2025,Family,Superior Family Queen or Twin Beds Garden View,"Reviewed: February 12, 2025",Great and friendly staff. Especially Atef at reception.,No Negative Feedback
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,David,United Kingdom,5 nights · ,February 2025,Family,Superior Family Queen or Twin Beds Garden View,"Reviewed: February 12, 2025","Great staff especially Atef at reception, and Osama. Great",No Negative Feedback
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Waheed,Italy,1 night · ,February 2025,Family,Superior Deluxe Queen or Twin Beds Garden View,"Reviewed: February 12, 2025",Recmmended this hotel 10/10,Nothing
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Duygu,Turkey,4 nights · ,February 2025,Family,Superior Family Queen or Twin Beds Garden View,"Reviewed: February 11, 2025",Both the location and service were great. We especially thank Mr. Mouhammed and Mr. Atef for their kind assistance during our stay.,No Negative Feedback
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Masood,United Kingdom,3 nights · ,February 2025,Solo traveler,Superior Queen Garden View,"Reviewed: February 11, 2025","One of the most beautiful resort in Sharm el Sheikh and special thanks to mr Atef desk manager who helped me for early check in, very clean and very professional staff, I think you must visit this place minimum one time in your life and than you will come back again .Food bar and snack running all day make you happy with a beautiful view of the sea and pool.",Nothing
"Jaz Belvedere Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Belvedere Resort,Mario,Italy,1 night · ,February 2025,Family,Superior Deluxe Queen or Twin Beds Garden View,"Reviewed: February 11, 2025",Very good,Nothing
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Qusay,Iraq,7 nights · ,November 2024,Group,Standard Double Room,"Reviewed: November 22, 2024",The grand hotel crew they are the best in the service and very welcoming to the guests and specially the reception guys who’s name Ahmed he was very helpful and welcoming and he smiling to the all,No Negative Feedback
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Erdem,Turkey,3 nights · ,February 2025,Family,Standard Double Room,"Reviewed: February 13, 2025",We like everything about the hotel. Staff was very nice. David and essan ahmed was too polite persons.,We didn't like the foods so much because of our culture. But some of them was delicious thanks to the Turkish chef
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Emma,United Kingdom,7 nights · ,February 2025,Couple,Standard Double Room,"Reviewed: February 12, 2025","My husband and I had an excellent stay at The Grand Hotel. All of the staff are very friendly and helpful. Our room was very clean and comfortable, we really enjoyed sitting out on the balcony and appreciated the air conditioning. We enjoyed the food, especially the sweets at dinner! We will happily stay again in the future!",It would be nice if there was wifi through the whole hotel that everyone can use instead of just at reception or having to pay for wider access.
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Олександр,Ukraine,9 nights · ,February 2025,Solo traveler,Deluxe Double Room,"Reviewed: February 12, 2025",Reception team very helpful and kind .,No Negative Feedback
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,James,United Kingdom,4 nights · ,February 2025,Couple,Standard Double Room,"Reviewed: February 11, 2025",The hotel is very good the food is is very good the reception desk i s very friendly especially essam and David in rec and will back again for sure and we recommend this hotels for ever body,No Negative Feedback
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Berkay,Turkey,3 nights · ,February 2025,Couple,Standard Double Room,"Reviewed: February 11, 2025",The all staff was really kind and helpful,No Negative Feedback
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Milda,Lithuania,2 nights · ,February 2025,Couple,Standard Double Room,"Reviewed: February 11, 2025","Food was very good, a lot of options including restorans where you only pay for drinks. Big area, many places to chill by the pool or on the private beach with amazing snorkeling experiance.","Room cleaning was very poor. When i came i found some people hair in the bathroom, towels and sheets sometimes had some stains on it. When cleaning they always forget to leave toilet paper or coffe bags."
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Ioan-gelu,Romania,3 nights · ,February 2025,Couple,Standard Double Room,"Reviewed: February 10, 2025","No kids, no screams, very good to relax without the stress of crying babies, i think it.s more adult orientated, no loud music, not much hassle with all sorts of sellers coming to you to sell trips(they do come, but once they know you don.t want to buy from them they leave you alone usually) good food, many a la carte restaurants, nice coral reef and big umbrellas made of straws very good shade.",There were works on site while we were there
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Youcef,Algeria,2 nights · ,February 2025,Couple,Deluxe Double Room,"Reviewed: February 10, 2025","It was really a very nice two days that we spent here.
Team and location was just Amazing.
Very BIG thx for Essam and David for all support and hospitality during the stay.",No Negative Feedback
The Grand Hotel Sharm El Sheikh (Resort) (Egypt) Deals,The Grand Hotel Sharm El Sheikh,Dipen,United Kingdom,3 nights · ,February 2025,Family,Standard Double Room,"Reviewed: February 9, 2025","Design and cleanliness , private beach","No wifi in all area, wifi available in reception lobby only but not fast and was a bit smelly in some parts"
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Sami,Pakistan,2 nights · ,December 2024,Family,"Jaz Mirabel Park - Superior, Queen or Twin Bed, Pool View","Reviewed: December 13, 2024","One of my best stays. Service, food, check-in staff, all were exceptional. We got the complimentary upgrade as well.",Loved everything.
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Mark,United Kingdom,8 nights · ,February 2025,Solo traveler,"Jaz Mirabel Beach - Deluxe, Queen or Twin Bed, Side Sea View","Reviewed: February 13, 2025","The reception staff were so welcoming especially Mohammed. The sports bar team, Ziad, were on point, and the lovely lady Maysoon who was always so welcoming around the restaurant. The entire team at this hotel are one of the very best that I have encountered on my travels. The grounds are sensational, so beautifully kept. The beach was wide and sandy, and I liked the touch of wind sheets on the front-line. The walkable pier is very long and lovely for a stroll or weather permitting snorkelling at the end. The pools are numerous, and having 3 heated pools, especially the 25M adult pool, is to me a game changer. The cleaning was spotless, and provided fresh beach towels every day. I really loved the range of food provided especially by the very friendly outside BBQ chefs. I have travelled to Sharm and Hurghada 15 times, and I can honestly say this was the best hotel I have stayed at, and look forward to travelling back again in December.",Nothing really - Perhaps upgrade the sun beds and a few more English channels
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Bernie,United Kingdom,5 nights · ,February 2025,Family,"Jaz Mirabel Club - Superior, Queen or Twin Bed, Pool View","Reviewed: February 11, 2025",We had originally booked to stay at another hotel however that did not live up to our expectations so we had a look and booked this hotel. What can we say from the moment we walked in and were met by Ahmed and Mahmoud and we were made to feel like VIPS. The customer service was 10/10 and they could not have helped us anymore than they did. The waiter in the restaurant who served us everyday was exceptional. The cleaner made sure we had fresh clean rooms daily.....cannot wait to stay here again xx,The weather as the week we came the weather had changed and was soooooo cold to sunbathe and the port was closed for 5 days so we couldn't go on our boat trips.
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Edward,United Kingdom,4 nights · ,February 2025,Couple,"Jaz Mirabel Beach - Standard, Queen or Twin Bed, Garden View","Reviewed: February 11, 2025","Staff were all excellent, always ready to help get you whatever you need.",No Negative Feedback
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Taima,Jordan,3 nights · ,February 2025,Family,"Jaz Mirabel Club - Family, Queen or Twin Bed, Curtains, Pool View","Reviewed: February 11, 2025",Services,The pool was not enough heated
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Monzer,Egypt,3 nights · ,February 2025,Family,"Jaz Mirabel Beach - Family, Queen or Twin Bed, Partial Sea View","Reviewed: February 9, 2025","We had a wonderful and enjoyable vacation with the family. The kids had a great time, the staff were friendly, and the animation team was fantastic.

A special thanks to Abdullah from reception—he was exceptional and made our stay even better. He was always helpful, very friendly, and truly passionate about his work.",No Negative Feedback
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,M,Egypt,3 nights · ,February 2025,Group,"Jaz Mirabel Beach - Deluxe, Queen or Twin Bed, Pool View","Reviewed: February 8, 2025","Everything was great from the moment I entered the resort, the reception, the staff and the excellent way of dealing.",The furniture needs to be renewed.
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Mohamed,Egypt,1 night · ,February 2025,Family,"Jaz Mirabel Beach - Family, Queen or Twin Bed, Garden View","Reviewed: February 7, 2025","Cleanliness, facilities, food is amazing, and the stuff hospitality and friendliness specially Mohamed Abd elsatar from reception and the bellman",No Negative Feedback
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Khaled,Egypt,3 nights · ,February 2025,Couple,"Jaz Mirabel Beach - Deluxe, Queen or Twin Bed, Garden View","Reviewed: February 7, 2025",Nice hotel excellent food excellent service,Animation team - activity
"Jaz Mirabel Resort (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Mirabel Resort,Ahmed,Egypt,6 nights · ,February 2025,Group,"Jaz Mirabel Beach - Family, Queen or Twin Bed, Garden View","Reviewed: February 6, 2025",Managers,Some staff needs training
"1-Bedroom Apartment with Pool View on the Ground Floor & Shared Infinity Pool on the Roof with Seaview (Apartment), Sharm El Sheikh (Egypt) Deals",1-Bedroom Apartment with Pool View on the Ground Floor & Shared Infinity Pool on the Roof with Seaview,Nives,Italy,7 nights · ,September 2023,Couple,One-Bedroom Apartment,"Reviewed: September 24, 2023",Pulito comodo,No Negative Feedback
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Dmitry,Finland,9 nights · ,April 2023,Family,Superior Double Room,"Reviewed: April 10, 2023","Great variety of food choices, amazing tahina, grilled meat&fish. Room was cleaned regularly. Fresh towels everyday.",No Negative Feedback
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Atlamaz,United States,4 nights · ,February 2025,Group,Superior Triple Room,"Reviewed: February 10, 2025","Everything was perfect. The staff was superb. Muhammed was especially really helpful with checkout. We were able to leave our bags for the day we checked out. The food was good, abundant and varied. Aquapark was really fun with free alcoholic drinks. The reception gave us 1.5 L bottles of water 24/7. Overall very satisfied.",No Negative Feedback
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Raj,United Kingdom,3 nights · ,February 2025,Couple,Verginia Double Room,"Reviewed: February 9, 2025",good staff service at all meals,signs to show ingredients and labels n food as we are vegetarians
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Yu-tung,Taiwan,1 night · ,February 2025,Family,Superior Triple Room,"Reviewed: February 5, 2025",It was already midnight when we arrived at the hotel on the first day. The hotel staff was still very friendly and assisted with the check-in procedures. The experience of staying for two days was very good. There are also two beaches to go to. I will still choose this hotel next time I go on vacation,No
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Yu-tung,Taiwan,1 night · ,February 2025,Family,Verginia Triple Room,"Reviewed: February 5, 2025","I'm very happy to have chosen this hotel. The staff are very nice, friendly and kind. Our flight is a late flight, and the hotel staff also let us check out later. It's very humane service. The overall experience is very good. It's a good hotel that I highly recommend staying in!",No. All good!
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Llani,New Zealand,4 nights · ,February 2025,Couple,Superior Double Room,"Reviewed: February 3, 2025","Excellent service, excellent staff. Love everything about Verginia. Just wonderful and extraordinary. Thankyou for your professionalism, courtesy and majesticness. Highly recommend. BEAUTIFUL 😍",No Negative Feedback
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Julie,United Kingdom,2 nights · ,December 2024,Couple,Superior Double Room,"Reviewed: February 1, 2025","Lovely staff , clean , very helpful",No Negative Feedback
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Petar,Egypt,1 night · ,January 2025,Solo traveler,Economy Single Room,"Reviewed: January 30, 2025","Thank you Verginia Sharm 
Excellent services and helpful staff
My favourite place in Sharm Elsheikh",No Negative Feedback
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Marry,Italy,1 night · ,January 2025,Solo traveler,Economy Single Room,"Reviewed: January 29, 2025","It's always an amazing service, especially for repeaters. Very good loyality system, which is really appreciated.


Thank you for your attention and friendly hospitality. You're doing great. Keep going.",No Negative Feedback
"Verginia Sharm Resort & Aqua Park (Resort), Sharm El Sheikh (Egypt) Deals",Verginia Sharm Resort & Aqua Park,Marry,Italy,1 night · ,January 2025,Solo traveler,Economy Single Room,"Reviewed: January 23, 2025",Amazing service and friendly staff. My favorite hotel in Sharm.,Nothing
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Jakhongir,Uzbekistan,2 nights · ,February 2025,Family,Standard Double or Twin Room,"Reviewed: February 8, 2025","It was a great stay with everything nearby. The meal we
Was really wonderful we enjoyed our stay in short. Thank you for everything ❤️",No Negative Feedback
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Péter,Hungary,7 nights · ,February 2025,Couple,Bungalow,"Reviewed: February 10, 2025","The meal was tasty and rich ..The staff (from the receptionists , waiters, to the porter etc.-mostly Muhammads) were extremely kind and helpful.",No Negative Feedback
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Henry,United Kingdom,7 nights · ,January 2025,Couple,Bungalow,"Reviewed: February 2, 2025","Perfect location for getting around Sharm
The carpet outside of the main hotels rooms had seen better days but they seem to be upgrading at the moment so hopefully that will change soon
The room was more than adequate 
The food was fine and they seem to staff were wonderful
It’s a budget hotel with a great beach in a great location 
We would be happy to and probably will return",Nothing to dislike
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Powles-brown,France,7 nights · ,December 2024,Couple,Bungalow,"Reviewed: January 27, 2025","Food was of good quality and always pentiful at all meals, most of the staff were very friendly. The beachfront loaction is ideal. It was good value for money.","Local alcohol was served as part of our package, there were no special containers for beer however, the smallest cup only, I felt that the hotel was being a bit mean.
The Christmas dinner was a big affair - the staff went to a big effort to make it special. Unfortunately, we both suffered food poisoning (probably the prawns) and caught a virus that night. The cleanliness and quality in preparation is under question. It appears that the kitchen discharges it's waste directly into a pipe, which reappears about 20m into the bay. The rest of the pipe has broken away, and is visible on google earth, so not new."
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Smsm,Egypt,5 nights · ,January 2025,Family,Standard Double or Twin Room,"Reviewed: January 27, 2025",The place of hotel and all stuff,Old furniture such as bod bathroom reception
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Rafik,Egypt,2 nights · ,January 2025,Solo traveler,Bungalow,"Reviewed: January 26, 2025","What i liked most is the exceptional hotel location in the middle of Naama bay which has the access for anywhere in town.
The beach also is a pleasure ..pool is ok 
Food in the restaurant is good .. landscaping is very good and manicured 
Staff are hardworking and doing a great job A few of them need intense training...
Thanks to Ahmed front office, Reda housekeeping and executive Chef...","As a value for price, Rooms were ok ...in my point of view i think if the owner took advantage of the great location of the property and renovated it using a clever interior designer, I think it highly qualified to earn the fifth star"
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Stojan,Montenegro,3 nights · ,January 2025,Couple,Bungalow,"Reviewed: January 25, 2025","Location is great! “Park” area with the pool is beautiful, first line to a really nice beach! Food in a restaurant is delicious! People that work there are great, always there just in case you need something! Mr. Mohamed Saber, the manager, is really helpful and great man!","Even though bungalows are comfortable, they need a few small upgrades."
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Natalia,Netherlands,4 nights · ,January 2025,Family,Bungalow,"Reviewed: January 22, 2025","Location is amazing! We also liked our bungalow next to the swimming pool. It was also possible to swim in a warm swimming pool in Ghazala Gardens. Most of the hotel staff was very very sweet and helpful. They do pay special attention to their guests. For someone having their birthday hotel staff will sing, dance and offer a cake to make it really special. Animator's were doing an amazing job and it was really fun. The price is really a very good deal.",I was missing good coffee in the morning. Would be great to invest in a new coffee machine (and coffee cups) that doesn't break every 5 minutes.
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Konstantin,Sweden,4 nights · ,January 2025,Family,Bungalow,"Reviewed: January 19, 2025","Location is excellent, it is close to the beach and in the center of tourist zone in Naama bay. The hotel has own quite large piece of beach.

The team of animators was doing a good job both at the beach ( during daytime) and in the bar (at the evening). Food was cooked well, but with limited variety.","Rooms are small, old snd require full refurbishment. In our room we had to ask twice to fix the toilet because it kept breaking down and was not flushing.
Long waiting time to get omelet/fried aggs. No possibility to get something alternative quicker. One needed to wait for boiled ages or pancakes all the same. One needed to come in the beginning of dinner to be able to get good food because by the middle of dinner only leftovers were left"
"Ghazala Beach (Resort), Sharm El Sheikh (Egypt) Deals",Ghazala Beach,Ilkgul,United Kingdom,1 night · ,January 2025,Group,Bungalow,"Reviewed: January 18, 2025",Good price and friendly staff. The beach is really nice and clean,"It’s very old, need some renovation 
The bungalows are very cold at night but staff is very helpful. They gave us extra duvets and heater"
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Odame,Ghana,4 nights · ,April 2023,Family,Junior Suite,"Reviewed: April 17, 2023","Good variety of food, great facilities
Attentive staff
Great massage and spa services, Sama (masseuse) was the best
Reda at reception was great and helped us arrange a late check out easily!","Could have a better variety of fruits at the buffets
Some of staff haggled us for spa and diving services, were pushy, and required payment for services in advance (sometimes a day or two before). This was unpleasant, but overall the services were good."
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Khatteja,United Kingdom,3 nights · ,February 2025,Family,Superior Room with Garden View,"Reviewed: February 12, 2025",Customer service. Especially Mihal at Reception. Genuinely cares.,No Negative Feedback
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Shivani,United Kingdom,5 nights · ,February 2025,Couple,Superior Room with Garden View,"Reviewed: February 11, 2025","We were lucky enough to receive a room upgrade due to it being one of our birthdays, and the room was absolutely lovely with a pool and sea view. Facilities were clean and we were provided with lots of bottled water which was appreciated. The staff at reception, at the restaurants and at the beach were very nice and made us feel safe.","The food overall was good, but at times not the best quality (although expected with buffet style dining). We found that the ‘Late Dinner’ selection was very limited and overall not too friendly for vegetarians. The staff were attentive and lovely, but at times were very persistent in trying to sell us day trips (quad biking, snorkelling) that were much cheaper to book with a second party, including arranging taxi services also."
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Agara-jackson,United Kingdom,3 nights · ,February 2025,Family,Superior Room with Garden View,"Reviewed: February 10, 2025","Everything is excellent. The beach the room, the food, the pool and the view. The staffs are superb. Definitely come back",Nothing
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Klara,Czech Republic,5 nights · ,February 2025,Solo traveler,Superior Room with Pool View,"Reviewed: February 6, 2025",The location of resort and the breeze from the ocean. The staff were super friendly and welcoming.,All good.
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Alvaro,United States,1 night · ,January 2025,Group,Superior Room with Pool View,"Reviewed: January 29, 2025",Great lunch buffet options. Staff at the pool bar were excellent!,No Negative Feedback
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Kevin,Egypt,1 night · ,January 2025,Group,Superior Room with Garden View,"Reviewed: January 28, 2025",The only thing I would say was the breakfast wasn’t that good but that could be because I’m a bit fussy.,No Negative Feedback
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Mostafa,Egypt,4 nights · ,January 2025,Family,Superior Room with Garden View,"Reviewed: January 26, 2025",Heated pool for kids was very good,No Negative Feedback
Cleopatra Luxury Resort Sharm El Sheikh (Resort) (Egypt) Deals,Cleopatra Luxury Resort Sharm El Sheikh,Pelin,Turkey,2 nights · ,January 2025,Group,Superior Room with Sea View,"Reviewed: January 26, 2025","Everything was perfect. Food was delicious, room was so comfortable, staff was very helpful.
This was my second time and I recommend everyone I know to stay in this resort.",No Negative Feedback
