City,Hotel_Name,Hotel_over_all_rate,Staff,Facilities,Cleanliness,Comfort,Value_for_money,Location,Free_Wifi
Obelisk Nile Hotel Aswan (Resort) (Egypt) Deals,Obelisk Nile Hotel Aswan,Scored 8.2,8.8,8.1,8.2,8.4,7.9,9.4,8.1
Blue Lotus Nile Suites Hotel Aswan (Hotel) (Egypt) Deals,Blue Lotus Nile Suites Hotel Aswan,Scored 8.5,10,8.3,9.6,9.2,8.7,8.7,No Rate
Happy Nile City Center Aswan (Hotel) (Egypt) Deals,Happy Nile City Center Aswan,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate
"Wanees Hostel (Hostel), Aswan (Egypt) Deals",Wanees Hostel,Scored 9.1,9.8,8.8,9.2,9.3,9.2,9.5,8.6
Aswan City Center Guest House (Bed and Breakfast) (Egypt) Deals,Aswan City Center Guest House,Scored 8.8,9.5,8.5,8.8,8.7,9.2,9.2,7.9
"Gannet Alyousef City center (Hotel), Aswan (Egypt) Deals",Gannet Alyousef City center,Scored 8.8,9.3,8.4,9.4,9.1,9.3,9.1,No Rate
"King Mina Nubian House (Guesthouse), Aswan (Egypt) Deals",King Mina Nubian House,Scored 9.8,10,9.5,9.8,9.8,9.8,9.5,7.5
"Tiba Hotel (Hotel), Aswan (Egypt) Deals",Tiba Hotel,Scored 7.2,8.4,7.2,8.1,7.8,7.7,8.1,No Rate
"فيو رائع ترا الكورنيش والنيل وتطل على معبد (Apartment), Aswan (Egypt) Deals",فيو رائع ترا الكورنيش والنيل وتطل على معبد,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate
Aswan (Apartment) (Egypt) Deals,Aswan,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Scored 8.9,9.2,8.6,8.9,8.9,8.7,9.4,8.0
"nuba nile hotel (Hotel), Aswan (Egypt) Deals",nuba nile hotel,Scored 7.8,8.7,7.8,8.4,8.5,7.6,9.2,7.5
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Scored 8,8.9,8.4,8.8,8.9,8.2,6.9,7.0
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Scored 7.1,8.5,6.9,7.4,7.4,6.9,8.3,6.9
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Scored 8.6,9.5,8.7,9.0,8.9,9.0,7.5,8.6
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Scored 8,8.7,7.9,8.3,8.3,7.8,8.5,8.1
"فيو رائع ترا الكورنيش والنيل وتطل على معبد (Apartment), Aswan (Egypt) Deals",فيو رائع ترا الكورنيش والنيل وتطل على معبد,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Scored 7.7,8.6,7.6,8.1,8.2,7.5,9.0,7.7
Aswan (Apartment) (Egypt) Deals,Aswan,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate
"Rema Nubian Guest House (Apartment), Aswan (Egypt) Deals",Rema Nubian Guest House,Scored 7.2,10.0,8.1,8.5,8.6,8.1,8.0,No Rate
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Scored 9.6,9.9,9.2,9.7,9.5,9.7,9.6,7.5
Aswan sunrise (Apartment) (Egypt) Deals,Aswan sunrise,Scored 7.5,8.9,7.2,7.7,7.6,8.5,9.3,10
Blue Lotus Nile Suites Hotel Aswan (Hotel) (Egypt) Deals,Blue Lotus Nile Suites Hotel Aswan,Scored 8.5,10,8.3,9.6,9.2,8.7,8.7,No Rate
Obelisk Nile Hotel Aswan (Resort) (Egypt) Deals,Obelisk Nile Hotel Aswan,Scored 8.2,8.8,8.1,8.2,8.4,7.9,9.4,8.1
"The Mango Guest House (Guesthouse), Aswan (Egypt) Deals",The Mango Guest House,Scored 9.1,9.5,9.0,9.5,9.4,9.4,9.0,8.5
"Kana Kato (Guesthouse), Aswan (Egypt) Deals",Kana Kato,Scored 9.1,9.7,8.7,9.1,9.2,9.2,9.4,8.2
"Eco Nubia (Lodge), Aswan (Egypt) Deals",Eco Nubia,Scored 8.8,9.3,8.4,8.7,8.9,8.5,9.7,4.3
"Crystala guest house (Guesthouse), Aswan (Egypt) Deals",Crystala guest house,Scored 9.8,9.9,9.5,9.7,9.6,9.6,9.6,10
Philae Hotel Aswan (Hotel) (Egypt) Deals,Philae Hotel Aswan,Scored 7.3,8.5,7.1,7.6,7.8,7.3,9.0,6.3
"aswan view 3 bedrooms (Apartment), Aswan (Egypt) Deals",aswan view 3 bedrooms,Scored 8.8,9.3,8.7,8.6,8.5,8.6,9.3,No Rate
"Benben by Dhara Hotels - Adults Only (Hotel), Aswan (Egypt) Deals",Benben by Dhara Hotels - Adults Only,Scored 9.3,9.6,9.3,9.5,9.6,8.9,9.3,8.0
"La Terrace (Guesthouse), Aswan (Egypt) Deals",La Terrace,Scored 9.8,9.9,9.4,9.7,9.7,9.6,9.7,8.1
"Artika Wadi Kiki Hotel (Bed and Breakfast), Aswan (Egypt) Deals",Artika Wadi Kiki Hotel,Scored 9.2,9.6,9.0,9.2,9.2,9.0,8.8,5.5
"Wanees Hostel (Hostel), Aswan (Egypt) Deals",Wanees Hostel,Scored 9.1,9.8,8.8,9.2,9.3,9.2,9.5,8.6
"nuba nile hotel (Hotel), Aswan (Egypt) Deals",nuba nile hotel,Scored 7.8,8.7,7.8,8.4,8.5,7.6,9.2,7.5
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Scored 8,8.9,8.4,8.8,8.9,8.2,6.9,7.0
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Scored 7.1,8.5,6.9,7.4,7.4,6.9,8.3,6.9
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Scored 8.6,9.5,8.7,9.0,8.9,9.0,7.5,8.6
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Scored 8.9,9.2,8.6,8.9,8.9,8.7,9.4,8.0
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Scored 8,8.7,7.9,8.3,8.3,7.8,8.5,8.1
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Scored 7.7,8.6,7.6,8.1,8.2,7.5,9.0,7.7
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Scored 9.6,9.9,9.2,9.7,9.5,9.7,9.6,7.5
Aswan sunrise (Apartment) (Egypt) Deals,Aswan sunrise,Scored 7.5,8.9,7.2,7.7,7.6,8.5,9.3,10
"DoroKa Nubian House (Hostel), Aswan (Egypt) Deals",DoroKa Nubian House,Scored 9.2,9.5,8.9,9.1,8.9,9.4,9.3,No Rate
"Kana Kato (Guesthouse), Aswan (Egypt) Deals",Kana Kato,Scored 9.1,9.7,8.7,9.1,9.2,9.2,9.4,8.2
"DoroKa Nubian House (Hostel), Aswan (Egypt) Deals",DoroKa Nubian House,Scored 9.2,9.5,8.9,9.1,8.9,9.4,9.3,No Rate
"Crystala guest house (Guesthouse), Aswan (Egypt) Deals",Crystala guest house,Scored 9.8,9.9,9.5,9.7,9.6,9.6,9.6,10
Philae Hotel Aswan (Hotel) (Egypt) Deals,Philae Hotel Aswan,Scored 7.3,8.5,7.1,7.6,7.8,7.3,9.0,6.3
"Benben by Dhara Hotels - Adults Only (Hotel), Aswan (Egypt) Deals",Benben by Dhara Hotels - Adults Only,Scored 9.3,9.6,9.3,9.5,9.6,8.9,9.3,8.0
"aswan view 3 bedrooms (Apartment), Aswan (Egypt) Deals",aswan view 3 bedrooms,Scored 8.8,9.3,8.7,8.6,8.5,8.6,9.3,No Rate
Obelisk Nile Hotel Aswan (Resort) (Egypt) Deals,Obelisk Nile Hotel Aswan,Scored 8.2,8.8,8.1,8.2,8.4,7.9,9.4,8.1
Blue Lotus Nile Suites Hotel Aswan (Hotel) (Egypt) Deals,Blue Lotus Nile Suites Hotel Aswan,Scored 8.5,10,8.3,9.6,9.2,8.7,8.7,No Rate
"Wanees Hostel (Hostel), Aswan (Egypt) Deals",Wanees Hostel,Scored 9.1,9.8,8.8,9.2,9.3,9.2,9.5,8.6
Aswan City Center Guest House (Bed and Breakfast) (Egypt) Deals,Aswan City Center Guest House,Scored 8.8,9.5,8.5,8.8,8.7,9.2,9.2,7.9
"Gannet Alyousef City center (Hotel), Aswan (Egypt) Deals",Gannet Alyousef City center,Scored 8.8,9.3,8.4,9.4,9.1,9.3,9.1,No Rate
"King Mina Nubian House (Guesthouse), Aswan (Egypt) Deals",King Mina Nubian House,Scored 9.8,10,9.5,9.8,9.8,9.8,9.5,7.5
"Tiba Hotel (Hotel), Aswan (Egypt) Deals",Tiba Hotel,Scored 7.2,8.4,7.2,8.1,7.8,7.7,8.1,No Rate
"فيو رائع ترا الكورنيش والنيل وتطل على معبد (Apartment), Aswan (Egypt) Deals",فيو رائع ترا الكورنيش والنيل وتطل على معبد,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate
Aswan (Apartment) (Egypt) Deals,Aswan,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate,No Rate
"Nubian Soul Guest Houses (Guesthouse), Aswan (Egypt) Deals",Nubian Soul Guest Houses,Scored 9.8,10,9.7,9.9,9.8,10,9.6,10
"nuba nile hotel (Hotel), Aswan (Egypt) Deals",nuba nile hotel,Scored 7.8,8.7,7.8,8.4,8.5,7.6,9.2,7.5
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Scored 9.6,9.9,9.2,9.7,9.5,9.7,9.6,7.5
Blue Lotus Nile Suites Hotel Aswan (Hotel) (Egypt) Deals,Blue Lotus Nile Suites Hotel Aswan,Scored 8.5,10,8.3,9.6,9.2,8.7,8.7,No Rate
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Scored 8,8.9,8.4,8.8,8.9,8.2,6.9,7.0
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Scored 8.6,9.5,8.7,9.0,8.9,9.0,7.5,8.6
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Scored 7.1,8.5,6.9,7.4,7.4,6.9,8.3,6.9
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Scored 8,8.7,7.9,8.3,8.3,7.8,8.5,8.1
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Scored 8.9,9.2,8.6,8.9,8.9,8.7,9.4,8.0
Obelisk Nile Hotel Aswan (Resort) (Egypt) Deals,Obelisk Nile Hotel Aswan,Scored 8.2,8.8,8.1,8.2,8.4,7.9,9.4,8.1
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Scored 7.7,8.6,7.6,8.1,8.2,7.5,9.0,7.7
Aswan sunrise (Apartment) (Egypt) Deals,Aswan sunrise,Scored 7.5,8.9,7.2,7.7,7.6,8.5,9.3,10
Philae Hotel Aswan (Hotel) (Egypt) Deals,Philae Hotel Aswan,Scored 7.3,8.5,7.1,7.6,7.8,7.3,9.0,6.3
"DoroKa Nubian House (Hostel), Aswan (Egypt) Deals",DoroKa Nubian House,Scored 9.2,9.5,8.9,9.1,8.9,9.4,9.3,No Rate
Aswan City Center Guest House (Bed and Breakfast) (Egypt) Deals,Aswan City Center Guest House,Scored 8.8,9.5,8.5,8.8,8.7,9.2,9.2,7.9
"Kana Kato (Guesthouse), Aswan (Egypt) Deals",Kana Kato,Scored 9.1,9.7,8.7,9.1,9.2,9.2,9.4,8.2
"Eco Nubia (Lodge), Aswan (Egypt) Deals",Eco Nubia,Scored 8.8,9.3,8.4,8.6,8.9,8.5,9.7,4.3
"Artika Wadi Kiki Hotel (Bed and Breakfast), Aswan (Egypt) Deals",Artika Wadi Kiki Hotel,Scored 9.2,9.6,9.0,9.2,9.1,9.0,8.9,5.2
"Crystala guest house (Guesthouse), Aswan (Egypt) Deals",Crystala guest house,Scored 9.8,9.9,9.5,9.7,9.6,9.6,9.6,10
"The Mango Guest House (Guesthouse), Aswan (Egypt) Deals",The Mango Guest House,Scored 9.1,9.5,9.0,9.5,9.4,9.4,9.0,8.5
"Bob Marley Guest House (Guesthouse), Aswan (Egypt) Deals",Bob Marley Guest House,Scored 9,9.5,8.8,9.1,9.0,9.2,9.3,8.6
Steigenberger Omar El Khayam Nile Cruise - Every Monday from Aswan for 07 & 04 Nights - Every Friday From Abu Simbel for 03 Nights (Cruise) (Egypt) Deals,Steigenberger Omar El Khayam Nile Cruise - Every Monday from Aswan for 07 & 04 Nights - Every Friday From Abu Simbel for 03 Nights,Scored 9,10.0,9.2,9.3,9.4,8.7,9.9,No Rate
"aswan view 3 bedrooms (Apartment), Aswan (Egypt) Deals",aswan view 3 bedrooms,Scored 8.8,9.3,8.7,8.6,8.5,8.6,9.3,No Rate
"Wanees Hostel (Hostel), Aswan (Egypt) Deals",Wanees Hostel,Scored 9.1,9.8,8.8,9.2,9.3,9.2,9.5,8.6
"Meshra Katto (Guesthouse), Aswan (Egypt) Deals",Meshra Katto,Scored 9.2,9.8,8.6,9.0,8.9,9.3,9.4,10.0
