City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
Steigenberger Nile Palace Luxor - Convention Center (Hotel) (Egypt) deals,Steigenberger Nile Palace Luxor - Convention Center,Khaled,Kuwait,4 nights · ,January 2025,Couple,Executive Front Nile View,Reviewed: 31 January 2025,"Location on the nile, we booked nile view room and got upgraded to larger room. 
3-4 restaurants with good tasting food italian, thai and lebanese plus the international restaurant. Reasonable prices in general","Their double bed is NOT king bed (160 cm) which small , so we have to take twin room instead (much bigger). 
No privacy in the room’s balcony though as other guests can see you (adjacent rooms or others."
Steigenberger Nile Palace Luxor - Convention Center (Hotel) (Egypt) deals,Steigenberger Nile Palace Luxor - Convention Center,Terry,United Kingdom,5 nights · ,January 2025,Group,Classic Room City View,Reviewed: 30 January 2025,Everything,Everything
Steigenberger Nile Palace Luxor - Convention Center (Hotel) (Egypt) deals,Steigenberger Nile Palace Luxor - Convention Center,Ahmed,Egypt,1 night · ,January 2025,Couple,Presidential Suite,Reviewed: 29 January 2025,Fantastic experience especially from the front desk team,No Negative Feedback
Steigenberger Nile Palace Luxor - Convention Center (Hotel) (Egypt) deals,Steigenberger Nile Palace Luxor - Convention Center,Bashar,United States,2 nights · ,January 2025,Couple,Classic Room City View King Bed,Reviewed: 25 January 2025,"Great location just few minutes away from Luxor temple.
Staff is amazing, got upgraded for no charge.
Amazing view on the nile and pool.
The facility has multiple restaurants with high quality food.",No Negative Feedback
Steigenberger Nile Palace Luxor - Convention Center (Hotel) (Egypt) deals,Steigenberger Nile Palace Luxor - Convention Center,Zeynep,United States,1 night · ,January 2025,Family,Executive Room Side Nile View,Reviewed: 21 January 2025,"Overall a very pleasant stay. Although the room was slightly compact, the charming balcony with its stunning view of the Nile made up for it. The hotel concierge was able to arrange a last-minute sunrise felucca ride, which turned out to be a memorable experience! Overall, the staff were very friendly and accommodating, making our stay truly enjoyable.",No Negative Feedback
Steigenberger Nile Palace Luxor - Convention Center (Hotel) (Egypt) deals,Steigenberger Nile Palace Luxor - Convention Center,Kristine,United States,3 nights · ,December 2024,Family,Executive Room Patio view,Reviewed: 19 January 2025,Beautiful property right on the Nile with pool for kids to enjoy during downtime. Breakfast was phenomenal!,"We arrived late at night after flight delays and a long travel day. On our way to the hotel we grabbed quick takeout food to bring and eat in our rooms before bed. The staff absolutely refused for us to bring the outside food into the premises. We had a group of 15 people with several rooms booked for three nights and they would not make an exception. We had seven hangry children and had no choice but to sit on the sidewalk outside of the entryway and stuff down our dinner. My husband ended up throwing his dinner away as the check-in process took so long. Needless to say, this was a terrible, frustrating first impression."
Steigenberger Nile Palace Luxor - Convention Center (Hotel) (Egypt) deals,Steigenberger Nile Palace Luxor - Convention Center,Jamaica,Australia,2 nights · ,January 2025,Family,Classic Room City View King Bed,Reviewed: 12 January 2025,They upgraded me to Nile view so nice of you guys thanks a lot ahmed and Mary in the reception are so kind,Very clean
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Mostafa,Kuwait,3 nights · ,January 2025,Family,Superior King Garden View (Bangalow),Reviewed: 12 January 2025,"The staff are helpfull 
Resort was clean and location is great",Bazar shops
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Kaiwen,China,1 night · ,February 2025,Group,Deluxe Twin Nile View,Reviewed: 8 February 2025,"Almost everything is good. Friendly stuff, big and clean room and nice location.","It’s difficult to call a taxi in the hotel reception by myself. And when walk out of the hotel, there are many annoying people trying to ask for a horse ride or taxi for unreasonable price."
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Gökhan,Turkey,2 nights · ,February 2025,Family,Superior Twin Garden view (Bungalow),Reviewed: 7 February 2025,"Good location
Great staff
Great food",No Negative Feedback
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Sina,France,3 nights · ,February 2025,Solo traveller,Superior Twin Plus Garden View (Bungalow),Reviewed: 7 February 2025,"Everything was great, clean, quiet room, and also the location was ok","I don't understand too much security in Cairo!in front of the door, then in the hotel and ...."
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Xuhuan,China,2 nights · ,January 2025,Family,Classic Twin Room,Reviewed: 7 February 2025,Good location with friendly staff.,No Negative Feedback
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Despoina,Greece,2 nights · ,February 2025,Couple,Deluxe King Nile View,Reviewed: 7 February 2025,Haven’t seen a breakfast buffet like this in years!!,No Negative Feedback
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Halil,Turkey,2 nights · ,February 2025,Group,Classic King Room,Reviewed: 6 February 2025,Everything 🙏🏻 especially staff ❤️,Nothing :)
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Patrick,Colombia,1 night · ,February 2025,Family,Superior King Garden View (Bangalow),Reviewed: 6 February 2025,"We had a great stay, nice hotel with a great outside space at the Nile bank. 
Exceptionally nice the reception where we specially wanted to mention the receptionist Magda; fabulous. She left us smiling big time when we finally had to check out.",No Negative Feedback
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Jeong,Jordan,2 nights · ,February 2025,Family,Superior Twin Plus Garden View (Bungalow),Reviewed: 4 February 2025,"Good staff. They helped me all their afford. Again very appreciate their service and caring.
 this place is worthy to stay. Even very quiet. 
And great nail river view

Special thanks for mustafa from reception","But onething, outside sound was loud(from ferry and kids from swimming pool) and a bit cold."
"Steigenberger Resort Achti (Hotel), Luxor (Egypt) deals",Steigenberger Resort Achti,Girish,United Kingdom,3 nights · ,February 2025,Couple,Deluxe King Nile View,Reviewed: 3 February 2025,Location,Room snd bathroom nit 5* quality
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Rams,Slovakia,1 night · ,April 2023,Family,Superior Twin Room,Reviewed: 22 April 2023,"the food a la carte was delicious!
the swimming pool was also very nice
the stuff was kind and helpful","the shower lacked handles, my mother needed them."
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Alejandro,Spain,5 nights · ,January 2025,Family,Standard Queen or Twin Bed Lobby View,Reviewed: 2 February 2025,"Fabulous breakfast, views from the garden, and location. Best quality-price hotel in Luxor east bank",Stella beer is overpriced
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Adam,Malaysia,1 night · ,February 2025,Group,Superior Queen or Twin Side Nile View,Reviewed: 1 February 2025,Good,No Negative Feedback
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Julien,France,3 nights · ,November 2024,Family,Superior Queen or Twin Front Nile View,Reviewed: 1 February 2025,"Amazing view, beautiful and confortable rooms. Staff very nice",Nothing
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Claire,United Kingdom,3 nights · ,January 2025,Couple,Superior Queen or Twin Front Nile View,Reviewed: 30 January 2025,"Food was excellent. We also ate at the three dinning places, all very good.
The gardens and pool were lovely to relax in .",Outside toilets could have been cleaner.
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Rameen,India,2 nights · ,January 2025,Group,Standard Queen or Twin Bed Lobby View,Reviewed: 27 January 2025,"Brilliant hotel with great location , great views of the Nile , excellent breakfast spread and other facilities","The room is not very big, neither is the bathroom"
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Rajkamal,India,2 nights · ,January 2025,Group,Superior Queen or Twin Side Nile View,Reviewed: 26 January 2025,The overall setting; the breakfast; the facilities,"The bathtub (slippery) and its shutter (very hard to move). Bathroom was too small. Balcony was nice, but noisy."
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Maria,United Kingdom,3 nights · ,January 2025,Couple,Superior Queen or Twin Side Nile View,Reviewed: 26 January 2025,"Very spacious rooms, a bit dated but clean. Beautiful views and nice and helpful staff. Delicious breakfast with wide variety.","A bit dated, the shower door didn’t close properly as was rusty and old, not much water pressure and they had to come and repair the heating on the first night as it wasn’t working."
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Girley,Ireland,3 nights · ,January 2025,Solo traveller,Superior Queen or Twin Front Nile View,Reviewed: 25 January 2025,"Everything! Food, location and staff",Nil
Iberotel Luxor (Hotel) (Egypt) deals,Iberotel Luxor,Jo,United Kingdom,1 night · ,December 2024,Solo traveller,Superior Queen or Twin Bed City View,Reviewed: 24 January 2025,"The staff who work there, the location, the views and the floating pool.",Nothing it was all wonderful.
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Martin,Latvia,1 night · ,April 2024,Couple,Standard Side Nile View Room,Reviewed: 26 April 2024,The pool and the terrace by the Nile. The spacious Nile facing room. Nice staff.,"The breakfast could be better, the egg station was not visible."
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Jiayi,Malaysia,1 night · ,February 2025,Family,Standard City View Room,Reviewed: 7 February 2025,Jacuzzi,Nothing
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Rosemarie,United Kingdom,4 nights · ,February 2025,Couple,Standard City View Room,Reviewed: 7 February 2025,Once in the property it was lovely with friendly staff. The Japanese Tepanyaki restaurant was great. Lovely rooms (personally beds a bit hard for me) but they were large and nice facilities.,"The evening buffet was pricey compared with the other restaurants and as we don’t eat that much not so much value for money. The road by the location was hard to walk down due to lack of/ poor pavements, so didn’t want to go out at night into town. It was a bit unsafe during the day too (but aren’t all roads in Egypt!)."
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Elaine,France,7 nights · ,February 2025,Family,Standard Side Nile View Room,Reviewed: 7 February 2025,"The service was excellent in all areas. Nagha on poolside was extra special, and Youssef on reception deserved a medal. Breakfast was superb, and the nightly singer Anna was truly extraordinary.",I would have liked more entertainment and sporting activities please
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Virginia,United Kingdom,3 nights · ,February 2025,Group,Royal Club City View Room,Reviewed: 6 February 2025,The property has been well maintained and is very clean. Bedding was extremely comfortable and excellent breakfast buffet.,"Nothing, everything was as expected."
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Patricia,United Kingdom,4 nights · ,February 2025,Couple,Royal Club City View Room,Reviewed: 6 February 2025,"A luxury hotel on the banks of the Nile. Fantastic welcome from Malek and Katherine in guest relations. Special mentions must go to Marian our egyptologist guide and Peter our driver. They made our excursions special with their care and knowledge. We booked these at the travel desk in the hotel. Captain Allah, with his warm hospitality, gave us an amazing sunset Felucca trip. Thanks to all",No Negative Feedback
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Luna,United Kingdom,2 nights · ,January 2025,Couple,Standard Side Nile View Room,Reviewed: 5 February 2025,"Location is convenient. The room was spacious and quiet. The staff is wonderful, they are all very friendly. The room service is cheap and the Japanese restaurant was a welcome change to the standard Egyptian fare.","The water in the shower kept going hot and cold, and we couldn’t manage to control it. The pressure was also poor. The window was very dirty from the inside."
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Kumar,India,2 nights · ,February 2025,Couple,Standard Side Nile View Room,Reviewed: 5 February 2025,It’s a nice property overlooking the Nile. We reached pretty late however the check in was smooth. Location is good with Luxor temple around 2km away. I found it little overpriced considering the facility it provided.,Nothing specific
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Travel,United States,2 nights · ,February 2025,Solo traveller,Standard Side Nile View Room,Reviewed: 5 February 2025,After Cairo I was not expecting anything good but this place was amazing great location great prices great food very clean and luxurious.,No Negative Feedback
"Sonesta St. George Hotel - Convention Center (Hotel), Luxor (Egypt) deals",Sonesta St. George Hotel - Convention Center,Stefan,Sweden,1 night · ,February 2025,Family,Standard Side Nile View Room,Reviewed: 4 February 2025,"Room. Beds. Helpful personnel. Room upgrade. Nile view in sunset from pool area. Walking distance to the Corniche, Luxor Temple and more.","Unfinished construction on the sides of the hotel. Our room was a ""side Nile view"". OK. But view is even nicer if you get a room straight towards the Nile."
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Maho,Japan,2 nights · ,January 2024,Couple,Standard Double Room with City View,Reviewed: 6 January 2024,"The front desk staff named Ali Moussa was extremely nice, helpful and entertaining! Try to get his help and guidance when you visit!
The hotel paired us with the tour organizer named Abdul. You must ask for Abdul to organize your experience while in Luxor! He is really intuitive and honest.",Nothing to note.
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Ankh,Finland,3 nights · ,February 2025,Family,Deluxe Room with Nile View,Reviewed: 5 February 2025,"We got wrong rooms and 1 unprepared room. We thank Mohammad for his good response. 
We had other issues with devices in room such as broken kettle and refrigerator. Room manager took care of them in no time. 
It is beautiful hotel with Nile view and old facilities.","Things are outdated such as hair dryer, doors and other stuff. 
I hope the hotel can invest some money for small details for guest's convenience."
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,J,Singapore,2 nights · ,January 2025,Couple,Standard Double Room with City View,Reviewed: 3 February 2025,We stayed there for two night on our tour and they were kind enough to provide us early checkin since we arrived to Luxor in the morning. You can spend a nice evening near to the Nile River. Staff was friendly and helpful. Specially Ms Martina. Location wise it's easier to go to other attractions.,Some facilities can be modified. Ex A/C unit
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Mariyam,Maldives,3 nights · ,February 2025,Couple,Standard Double Room with City View,Reviewed: 2 February 2025,Staffs are very helpful. Great location,Nil
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Renee,United Kingdom,1 night · ,December 2024,Family,Standard Double Room with City View,Reviewed: 1 February 2025,Lovely hotel and friendly staff,No Negative Feedback
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Filip,Slovakia,2 nights · ,January 2025,Family,Double or Twin Nile view Room,Reviewed: 30 January 2025,"Nile view, room was big, breakfast, garden, swiming pool","The reception staff was clearly confused as no one really knew what to do. We arrived at the hotel before midnight after a long journey and waited almost 30 minutes to check in. 2 guys who were clearly newbies would have deserved someone experienced who knows what to do. The only thing that saved us was an experienced porter who provided us with information about the hotel and showed us to our room, as the reception staff only gave us room cards and did not provide information about the services and facilities of the hotel. This should not happen in a 4* hotel."
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Luca,Italy,3 nights · ,January 2025,Family,Double or Twin Nile view Room,Reviewed: 29 January 2025,"at the Pyramisa Hotel an exceptional stay, a huge structure with dozens of customer service staff, an internal buffet restaurant and 3/4 other restaurants always in the structure, an Italian cuisine restaurant, a Chinese one etc.. also a poolside bar and a very large breakfast. 
Special mention for Abdul and his staff (Mohamed and the others) of the Limousine service. They have a desk always active in the hotel lobby and have dozens of proposals for tours and experiences with a guide also in Italian (a rare thing in Luxor). Punctual, precise and honest.",No Negative Feedback
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Ariel,United Kingdom,1 night · ,January 2025,Family,Double or Twin Nile view Room,Reviewed: 29 January 2025,"Great views over the Nile, a really lovely pool and lounge area overlooking the river, and a big selection for breakfast. The staff were very nice and helpful. All for a very reasonable price. 

The rooms and decor are a bit outdated, but it's absolutely good for what it is - a well-loved hotel.","The communal areas also smelled a bit of smoke, so not great if you're a non-smoker, but no worse than any public areas throughout the city. The location is a little out the way of the main city - though an easy (if unpleasant) walk."
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Ashton,Uganda,3 nights · ,January 2025,Family,Standard Single Room with City View,Reviewed: 29 January 2025,The views were breathtaking across the Nile. The rooms were spacious and clean. There were restaurants with amazingly delicious italian and chinese food. Breakfast was ok but wish it had more continental options.,Breakfast could use more continental options
Pyramisa Hotel Luxor (Hotel) (Egypt) deals,Pyramisa Hotel Luxor,Chia,United Kingdom,3 nights · ,January 2025,Family,Premium Room With Nile View,Reviewed: 28 January 2025,"Room was spacious and comfortable. Hotel staffs, especially receptionist and Martina were very helpful and responsive in solving the issues we encountered during the stay. You can also take felucca to watch sunset directly from the hotel with reasonable price.","Issues with WiFi in the room, but the problem was quickly resolved after reflecting the problems to the hotel management team."
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Brittney,Ireland,1 night · ,November 2022,Couple,Classic Room with 1 King Bed with Garden View,Reviewed: 25 November 2022,The location is great - very close to many attractions and great restaurants within walking distance. We were upgraded to a lovely suite overlooking the beautiful grounds - complete with flamingos! There are multiple great dining options on site and the staff is very attentive and so friendly. I would definitely recommend staying here.,No Negative Feedback
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,John,United Kingdom,3 nights · ,January 2025,Solo traveller,Classic Room with 1 King Bed with Garden View,Reviewed: 7 February 2025,Location was perfect,No Negative Feedback
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Lu,China,1 night · ,February 2025,Group,Classic Room with 2 Single Beds with Garden View,Reviewed: 1 February 2025,"Great location（on a quiet and beautiful) island.
Helpful and friendly staff.",No Negative Feedback
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Daniel,Netherlands,3 nights · ,January 2025,Group,Classic Room with 2 Single Beds with Garden View,Reviewed: 19 January 2025,"It is an oasis in the middle of Luxor. The outside area is shared with the Sheraton, including the swimming pool and gardens. This part alone was worth the stay. Breakfast was good as well, room was spacious, amazing shower. We really liked it.","Communication via Booking chat was patchy and slow. 

Unfortunately the coffee during breakfast was honestly the worst coffee I have ever had in a hotel… it tasted like a dirty rag. 

Staff was neutral. 

Price is high for Egypt, but the facilities made up for it somewhat. 

Pillows were way too hard and tall. 

Beware of the ATMs placed at the hotel’s entrance—they charge an outrageous fee for withdrawals."
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Neil,Australia,5 nights · ,January 2025,Family,Classic Room with 1 King Bed with Garden View,Reviewed: 19 January 2025,"Great hotel. Friendly and helpful staff, lovely pool and gardens - and great to be able to use the amenities of the Winter Palace. Would highly recommended.",Nothing - it was all good!
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Ian,United Kingdom,1 night · ,January 2025,Family,Classic Room with 1 King Bed with Garden View,Reviewed: 14 January 2025,"Everything about this hotel is first class, from it's location, friendly attentive staff, ambience, facilities, food, decor. It's like going back in time to an era when all these things meant something.","Leaving the next morning. Unfortunately we only used it as a stopover in Luxor, which we greatly regret now"
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Valentina,United Kingdom,1 night · ,January 2025,Couple,Classic Room with 2 Single Beds with Garden View,Reviewed: 8 January 2025,"Fantastic location, facilities and gardens. Here we have had the best breakfast in the whole of our trip. 
Although very centrally located our room was really quiet.","The twin bed was quite small.
The hotel could do with a bit of an uplift. The carpet in the room has seen better days and the shower curtain in the bathroom looks cheap. Dinner at the corniche restaurant was average."
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Karen,United Kingdom,7 nights · ,December 2024,Couple,One-Bedroom Prestige King Suite with Balcony and Garden View,Reviewed: 5 January 2025,Perfect location- great garden and pool,Very outdated and needs renovation
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Fabien,France,3 nights · ,December 2024,Family,Classic Room with 1 King Bed with Garden View,Reviewed: 1 January 2025,Happy time with a very well located hotel. Crew was vert nice . Special congrats to breakfast crew.,Dinner is not the best
Pavillon Winter Luxor (Hotel) (Egypt) deals,Pavillon Winter Luxor,Julia,United Kingdom,4 nights · ,December 2024,Group,Classic Room with 1 King Bed with Garden View,Reviewed: 30 December 2024,"Well designed, very comfortable hotel sharing all facilities (pool, beautiful gardens, bar and restaurants) with the Winter Palace.
Gracious staff, very good breakfast, excellent swimming pool. We really enjoyed our stay.","I think the nightly barbecue would be more popular if it was offered as a less formal, more local type dining option, whereby individual items could be ordered, rather than being a (quite expensive) fixed rate buffet. This would really complement the hotel’s existing elegant and formal restaurants serving European food."
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Prapapun,Netherlands,4 nights · ,February 2024,Couple,Standard Double Room,Reviewed: 3 March 2024,"The cruise offers a good price/quality. We enjoyed a four nights cruise, including the private trip with a tour guide. The inside of the cruise looks decent enough. The food was great with a lot of variety. It is served as a walking buffet. Also the cleaning of the room was excellent. Compliments to the housekeepers at 4th floor (Habi and Ali). Overal the staff was friendly and helpful. 

Keep in mind that drinks are billed. But we were provided minibar and two bottles of water every day and The breakfast comes with drinks. There are activities in the cruise every day such as the shows, the cocktail party and etc.

Also wifi is free up to 1 gigabyte. If you need more, you can buy it.

The tour guide (Kero) arranged everything for us (tickets/rides). He is friendly and very Knowledgeable about ancient Egypt. He helped us by pointing out things that are easily overlooked. His style is fast paced which helped avoiding crowds but also felt kind of rushed.",No Negative Feedback
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Katarzyna,Portugal,4 nights · ,January 2025,Family,Standard Double Room,Reviewed: 19 January 2025,"All the staff is incredibly helpful and nice, they really look after you throughout the entire cruise. Everything is very well organised, house keeping is incredible, the sightseeing trips... even massage on board is a very good one!
The breakfast, lunch and dinner had a splendid choice, even my kids could find something they liked. The food was served really nicely and was delicious at the same time. The high point was the candlelit dinner on the deck. My kids loved it, and so did we.",No Negative Feedback
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Pan,Taiwan,3 nights · ,May 2024,Group,Standard Double Room,Reviewed: 3 July 2024,"Manager Michael was nice to us, took care of us a lot.",No Negative Feedback
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Mabacker,Ukraine,7 nights · ,May 2024,Couple,Standard Double Room,Reviewed: 12 May 2024,"We enjoyed the cruise so much! The staff was so nice, the service was great and the food was so tasty! We definitely recommend it!","Annoying people outside of the cruise in Luxor and Edfo, but it has nothing to do with the cruise."
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Lorna,United Kingdom,4 nights · ,March 2024,Couple,Standard Double Room,Reviewed: 19 April 2024,The staff were amazing and ver attentive. I would definitely travel on this boat again.,No Negative Feedback
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Michael,Greece,3 nights · ,March 2024,Couple,Standard Double Room,Reviewed: 31 March 2024,"We booked the 4-night cruise from Aswan to Luxor. The staff was very attentive at all times. Special thanks to: Mr. Michael, the cruise manager who represents the best face of Nile Treasure Cruise, being always helpful, supportive, and positive with a smile on his face for every question we had, to Basm for his kindness and excellent service in the restaurant, and to Mr. Sayed who looked after us and kept us safe on our excursions outside the boat. Further, there was a big food variety in all meals, tasty and well cooked. Even though we didn't choose the package for the sightseeing, they prepared for us breakfast boxes to take with us on our independent excursions.
The photos displayed on booking.com reflect reality.",The boat is quite old but fully functional.
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Valentin,Argentina,3 nights · ,February 2024,Couple,Standard Double Room,Reviewed: 5 February 2024,"Excellent food. Many variety and great quality. Crew were kind and helpful. Thanks Momen, the receptionist man, and the tour guide iman we really enjoy the stay.",Try to not open the tipping envelope in front of guests.
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Ani,United States,3 nights · ,January 2024,Family,Standard Double Room,Reviewed: 22 January 2024,"I do not have words to express the incredible warmth and hospitality of the entire staff. We were an extended family of eight people, across three generations. We had kids under 10 years-old and two in the group were senior citizens needing wheelchair assistance. Michael (Meekal) Aziz and his entire team (special mention to Momein) worked tirelessly to make us feel at home every step of the way and went above and beyond to make sure we were comfortable and safe. The highlight was the surprise anniversary celebrations for my in-laws. It was an unforgettable and touching gesture. Our Tour Guide Medhat was exceptional. His knowledge of Egyptian history was exceptional, his planning meticulous and did his very best to accommodate our requests. It was a magical experience, and we cannot wait to go back! I want to say thank you to everyone for making the Nile Treasure Cruise a memory we will cherish forever.",No Negative Feedback
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Philippe,Italy,4 nights · ,January 2024,Couple,Standard Double Room,Reviewed: 3 January 2024,"Spotlessly clean cabin. Friendly crew, especially those cleaning the rooms. Food got better as cruise wore on. Convenient access to tourist sites from moorings. The young man managing the reception desk was extremely professional.","Ship slightly démodé. Whilst the 5 day formula may be ideal for those arriving and departing from the airport directly, bear in mind that the ship doesn't actually sail until day 2 and is already at its destination on the 3rd night - so, if you spend time visiting sites on your own before/after the cruise, some of the time on board may seem redundant. Nevertheless, it's a fine ship relax on."
Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday (Cruise) (Egypt) deals,Nile Treasure Cruise - 4 or 7 Nights From Luxor each Saturday and 3 or 7 Nights From Aswan each Wednesday,Myriam,Spain,4 nights · ,January 2025,Family,Standard Double Room,Reviewed: 3 January 2025,"It was a good experience.

-Personal was very nice
-It was clean
-Small capacity comparing to other boats
-Lots of effort in the food","-In Booking, saying 5 stars hotel and it is more a standard hotel comparing to European standard ( decoration)
-The decoration is a bit old fashion, not fancy enough
-the worst of the experience is that at night you hear the other boats engine and I could barely sleep!"
Hilton Luxor Resort & Spa (Resort) (Egypt) deals,Hilton Luxor Resort & Spa,Moudi,Saudi Arabia,2 nights · ,January 2023,Group,Guestroom Twin Bed,Reviewed: 16 February 2023,"everything 
hospitality food staff and the amazing view on Nile",no thing
